scenariu,sectiune,mod,imagine,det_scenariu,clase_gasite,confidence_medie,preprocess_ms,inferenta_ms,total_ms,fps,decizie,motiv_decizie
vehicule,5.7.2,CPU+FPGA,coco_000000312421_motorcycle.jpg,0,,,0.31,31.72,32.03,31.22,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000319534_bus.jpg,0,,,0.31,32.82,33.12,30.19,stop,Oprire la semn STOP (0.6s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000322864_car.jpg,1,car,0.557,0.32,31.18,31.5,31.75,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000326627_car.jpg,2,car;car,0.589,0.33,29.85,30.18,33.14,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000335177_car_truck.jpg,1,truck,0.645,0.32,29.17,29.5,33.9,stop,Oprire la semn STOP (0.7s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000338219_motorcycle.jpg,1,bicycle,0.561,0.31,29.81,30.12,33.2,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000338624_car.jpg,0,,,0.34,31.3,31.64,31.61,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000343561_bicycle.jpg,1,bicycle,0.578,0.31,31.93,32.24,31.02,stop,Oprire la semn STOP (0.8s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000344888_car_truck.jpg,0,,,0.33,32.25,32.58,30.7,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000350003_bicycle_car.jpg,2,truck;car,0.62,0.31,29.82,30.13,33.19,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000357737_bicycle_car.jpg,2,truck;bicycle,0.601,0.32,30.15,30.47,32.82,stop,Oprire la semn STOP (1.0s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000363188_car.jpg,0,,,0.31,32.79,33.1,30.21,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000365642_car.jpg,3,car;car;truck,0.52,0.31,31.62,31.93,31.32,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000372317_bus.jpg,1,bus,0.791,0.33,31.26,31.6,31.65,stop,Oprire la semn STOP (1.1s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000374545_bicycle.jpg,0,,,0.36,33.55,33.91,29.49,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000383289_car.jpg,1,car,0.483,0.31,30.36,30.68,32.6,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000408120_car.jpg,0,,,0.36,32.21,32.57,30.7,stop,Oprire la semn STOP (1.2s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000414133_car.jpg,0,,,0.33,30.12,30.45,32.84,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000417779_car.jpg,0,,,0.33,30.72,31.05,32.21,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000421455_car_truck.jpg,0,,,0.3,33.47,33.77,29.61,stop,Oprire la semn STOP (1.3s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000426166_bicycle.jpg,1,bicycle,0.486,0.36,29.98,30.34,32.96,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000430073_motorcycle.jpg,0,,,0.33,30.07,30.39,32.9,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000439180_truck.jpg,0,,,0.31,29.45,29.76,33.61,stop,Oprire la semn STOP (1.4s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000439854_bicycle.jpg,0,,,0.33,29.34,29.66,33.71,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000446206_bus.jpg,1,bus,0.908,0.32,30.47,30.79,32.48,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000449312_car.jpg,0,,,0.32,29.61,29.93,33.41,stop,Oprire la semn STOP (1.5s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000452321_bus.jpg,2,bus;bus,0.726,0.31,30.89,31.19,32.06,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000454798_bus_truck.jpg,0,,,0.31,31.32,31.63,31.61,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000454978_motorcycle.jpg,1,motorcycle,0.599,0.31,30.71,31.02,32.24,stop,Oprire la semn STOP (1.6s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000458702_car.jpg,0,,,0.32,31.41,31.73,31.51,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000462756_car_motorcycle.jpg,1,truck,0.584,0.31,32.5,32.81,30.48,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000464824_car.jpg,0,,,0.34,31.4,31.74,31.5,stop,Oprire la semn STOP (1.7s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000465675_truck.jpg,0,,,0.32,30.89,31.21,32.04,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000468124_bus_car.jpg,1,bus,0.494,0.33,32.47,32.81,30.48,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000468332_car.jpg,0,,,0.33,33.06,33.39,29.95,stop,Oprire la semn STOP (1.8s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000476119_car_truck.jpg,1,car,0.477,0.35,33.26,33.61,29.76,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000485237_car_truck.jpg,0,,,0.3,30.57,30.87,32.39,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000490936_bicycle_car.jpg,0,,,0.34,31.26,31.6,31.65,stop,Oprire la semn STOP (1.9s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000499622_motorcycle.jpg,0,,,0.35,30.87,31.22,32.03,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000523782_truck.jpg,1,truck,0.492,0.36,30.39,30.75,32.53,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000555050_car.jpg,1,car,0.899,0.31,30.24,30.55,32.73,continue,"Obstacol îndepărtat: traffic_sign, precauție"
vehicule,5.7.2,CPU+FPGA,coco_000000563702_truck.jpg,1,truck,0.528,0.34,32.87,33.21,30.11,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000564336_car_truck.jpg,0,,,0.31,30.54,30.85,32.41,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000567640_car_truck.jpg,0,,,0.32,29.99,30.3,33.0,emergency_stop,PERICOL CRITIC: person la distanță 1.00
vehicule,5.7.2,CPU+FPGA,coco_000000569030_car_truck.jpg,0,,,0.31,29.57,29.87,33.48,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000572956_motorcycle.jpg,2,motorcycle;motorcycle,0.503,0.31,30.76,31.07,32.19,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000574425_bus.jpg,0,,,0.32,31.02,31.34,31.91,emergency_stop,PERICOL CRITIC: unknown la distanță 1.00
animale,5.7.3,CPU,coco_000000001675_cat.jpg,0,,,0.38,38.3,38.68,25.85,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000007386_dog.jpg,0,,,0.36,34.08,34.44,29.04,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000010363_cat.jpg,0,,,0.31,31.78,32.09,31.16,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000018833_cat.jpg,0,,,0.36,33.61,33.97,29.44,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000022192_dog.jpg,0,,,0.33,31.02,31.35,31.9,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000022892_cat_dog.jpg,0,,,0.32,30.49,30.81,32.45,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000047121_cat.jpg,1,cat,0.732,0.36,31.49,31.84,31.4,emergency_stop,PERICOL CRITIC: animal la distanță 1.00
animale,5.7.3,CPU,coco_000000049269_dog.jpg,0,,,0.32,30.97,31.29,31.96,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000049810_cat.jpg,0,,,0.31,29.51,29.82,33.53,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000052891_dog.jpg,0,,,0.31,31.3,31.61,31.63,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000058111_cat.jpg,0,,,0.36,32.2,32.57,30.71,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000060835_dog.jpg,0,,,0.32,30.39,30.71,32.56,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000063552_cat.jpg,0,,,0.36,32.72,33.08,30.23,emergency_stop,PERICOL CRITIC: unknown la distanță 0.85
animale,5.7.3,CPU,coco_000000076417_dog.jpg,0,,,0.35,33.02,33.37,29.96,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000077595_cat.jpg,0,,,0.31,31.08,31.39,31.85,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000078565_dog.jpg,0,,,0.35,31.22,31.57,31.67,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000084362_cat.jpg,0,,,0.31,29.49,29.8,33.55,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000084650_cat.jpg,0,,,0.34,31.01,31.35,31.9,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000088951_dog.jpg,0,,,0.32,34.15,34.47,29.01,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000089880_dog.jpg,0,,,0.31,31.27,31.58,31.67,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000115885_cat.jpg,0,,,0.32,31.32,31.64,31.61,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000117908_cat.jpg,1,dog,0.493,0.31,31.12,31.44,31.81,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000119233_cat.jpg,2,cat;cat,0.653,0.35,30.94,31.29,31.96,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000119828_cat.jpg,1,cat,0.551,0.33,30.12,30.45,32.84,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000129756_dog.jpg,0,,,0.35,30.53,30.87,32.39,emergency_stop,PERICOL CRITIC: person la distanță 0.74
animale,5.7.3,CPU,coco_000000139684_cat.jpg,0,,,0.31,30.48,30.8,32.47,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000139872_dog.jpg,1,dog,0.798,0.37,31.53,31.91,31.34,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000140203_dog.jpg,0,,,0.31,30.76,31.07,32.19,emergency_stop,PERICOL CRITIC: person la distanță 0.67
animale,5.7.3,CPU,coco_000000149568_dog.jpg,0,,,0.37,31.13,31.5,31.75,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000155291_cat.jpg,0,,,0.35,31.29,31.64,31.61,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000159458_dog.jpg,0,,,0.31,30.71,31.01,32.24,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000166277_cat.jpg,0,,,0.33,30.02,30.35,32.95,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000169076_cat_dog.jpg,0,,,0.33,30.11,30.45,32.84,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000172330_cat.jpg,0,,,0.34,31.7,32.04,31.21,stop,"Pericol înalt (balanced): unknown, oprire preventivă"
animale,5.7.3,CPU,coco_000000177015_cat.jpg,0,,,0.35,29.74,30.08,33.24,stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000185250_dog.jpg,1,dog,0.927,0.31,29.62,29.94,33.41,stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000189806_cat_dog.jpg,1,cat,0.591,0.32,29.76,30.08,33.25,emergency_stop,PERICOL CRITIC: animal la distanță 0.82
animale,5.7.3,CPU,coco_000000190140_dog.jpg,0,,,0.31,34.51,34.82,28.72,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000193162_dog.jpg,0,,,0.31,30.68,31.0,32.26,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000193674_dog.jpg,0,,,0.32,31.03,31.36,31.89,emergency_stop,PERICOL CRITIC: person la distanță 0.72
animale,5.7.3,CPU,coco_000000198641_cat.jpg,1,cat,0.527,0.36,30.04,30.4,32.9,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000205834_dog.jpg,0,,,0.35,32.41,32.76,30.52,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000206831_dog.jpg,0,,,0.34,28.92,29.26,34.18,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000211042_cat.jpg,0,,,0.34,32.34,32.68,30.6,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000222235_cat.jpg,0,,,0.37,29.88,30.25,33.06,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000225670_dog.jpg,0,,,0.31,30.87,31.17,32.08,continue,"Obstacol îndepărtat: unknown, precauție"
animale,5.7.3,CPU,coco_000000236166_dog.jpg,0,,,0.35,34.48,34.83,28.71,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000240940_cat.jpg,0,,,0.36,30.9,31.26,31.99,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000241326_cat_dog.jpg,2,cat;dog,0.715,0.31,32.37,32.68,30.6,emergency_stop,PERICOL CRITIC: animal la distanță 0.89
animale,5.7.3,CPU,coco_000000243344_cat.jpg,0,,,0.36,31.21,31.57,31.68,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000245576_cat.jpg,0,,,0.32,31.0,31.32,31.93,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000253386_dog.jpg,0,,,0.32,30.6,30.92,32.35,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000255965_cat.jpg,0,,,0.31,32.48,32.79,30.5,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000260925_cat.jpg,0,,,0.35,29.77,30.12,33.2,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000267300_dog.jpg,0,,,0.34,31.3,31.65,31.6,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000273642_dog.jpg,0,,,0.32,30.05,30.36,32.93,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000277584_cat.jpg,0,,,0.35,35.17,35.52,28.15,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000279145_cat.jpg,0,,,0.35,32.92,33.27,30.06,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000279278_dog.jpg,1,dog,0.824,0.33,30.34,30.67,32.61,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000291664_dog.jpg,0,,,0.37,32.66,33.03,30.28,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000297085_cat.jpg,0,,,0.32,30.92,31.24,32.01,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000309484_dog.jpg,0,,,0.33,29.36,29.69,33.68,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000309938_dog.jpg,0,,,0.34,32.11,32.45,30.81,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000327769_cat.jpg,0,,,0.31,29.39,29.7,33.67,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000329447_dog.jpg,0,,,0.32,34.01,34.33,29.13,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000347930_dog.jpg,1,dog,0.716,0.36,35.42,35.77,27.95,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000361621_cat.jpg,0,,,0.31,29.22,29.53,33.87,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000364636_dog.jpg,0,,,0.32,30.37,30.69,32.58,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000366611_dog.jpg,1,dog,0.592,0.31,29.17,29.48,33.92,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000367195_dog.jpg,0,,,0.3,29.6,29.9,33.45,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000375278_cat_dog.jpg,0,,,0.31,30.98,31.3,31.95,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000387383_cat.jpg,0,,,0.31,29.94,30.25,33.06,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000399560_cat.jpg,0,,,0.31,29.15,29.46,33.94,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000399655_dog.jpg,1,dog,0.493,0.3,30.98,31.28,31.97,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000401991_cat_dog.jpg,0,,,0.32,29.62,29.94,33.39,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000415990_dog.jpg,0,,,0.34,30.16,30.5,32.79,emergency_stop,PERICOL CRITIC: person la distanță 0.75
animale,5.7.3,CPU,coco_000000416256_cat.jpg,0,,,0.32,29.91,30.23,33.08,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000433134_cat.jpg,1,dog,0.523,0.31,30.12,30.43,32.86,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000434996_cat.jpg,0,,,0.31,28.31,28.62,34.94,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000435299_cat.jpg,0,,,0.33,29.91,30.24,33.07,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000452891_dog.jpg,0,,,0.31,29.24,29.55,33.84,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000462728_dog.jpg,0,,,0.35,28.88,29.23,34.21,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000472375_dog.jpg,0,,,0.31,29.62,29.93,33.41,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000475732_cat.jpg,1,cat,0.727,0.31,29.26,29.57,33.82,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000476810_cat.jpg,1,cat,0.794,0.33,29.97,30.29,33.01,emergency_stop,PERICOL CRITIC: animal la distanță 0.87
animale,5.7.3,CPU,coco_000000479155_dog.jpg,0,,,0.3,29.38,29.69,33.69,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000486479_dog.jpg,1,dog,0.813,0.32,28.64,28.97,34.52,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000489014_dog.jpg,0,,,0.31,29.14,29.44,33.96,stop,"Pericol înalt (balanced): unknown, oprire preventivă"
animale,5.7.3,CPU,coco_000000490171_dog.jpg,0,,,0.31,28.46,28.77,34.76,stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000491216_cat.jpg,0,,,0.33,29.07,29.4,34.02,stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000498286_dog.jpg,0,,,0.31,30.17,30.48,32.81,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000520531_cat.jpg,0,,,0.31,29.98,30.29,33.01,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000524280_cat.jpg,0,,,0.34,29.74,30.08,33.24,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000530099_cat.jpg,0,,,0.31,31.6,31.91,31.34,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000532530_dog.jpg,0,,,0.31,30.85,31.16,32.09,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000554579_dog.jpg,1,dog,0.881,0.31,32.55,32.86,30.43,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000555005_dog.jpg,0,,,0.36,32.22,32.57,30.7,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU,coco_000000562561_dog.jpg,0,,,0.35,31.85,32.21,31.05,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000574315_cat.jpg,0,,,0.31,29.3,29.62,33.76,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU,coco_000000579321_dog.jpg,0,,,0.35,29.49,29.84,33.51,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU+FPGA,coco_000000001675_cat.jpg,0,,,6081.3,44.14,6125.45,0.16,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU+FPGA,coco_000000007386_dog.jpg,0,,,0.36,35.79,36.15,27.66,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000010363_cat.jpg,0,,,0.32,33.04,33.37,29.97,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000018833_cat.jpg,0,,,0.31,32.27,32.58,30.69,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU+FPGA,coco_000000022192_dog.jpg,0,,,0.38,31.13,31.52,31.73,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000022892_cat_dog.jpg,0,,,0.36,31.26,31.62,31.63,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000047121_cat.jpg,1,cat,0.732,0.32,31.1,31.42,31.83,emergency_stop,PERICOL CRITIC: animal la distanță 1.00
animale,5.7.3,CPU+FPGA,coco_000000049269_dog.jpg,0,,,0.32,30.48,30.8,32.47,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000049810_cat.jpg,0,,,0.36,29.66,30.02,33.31,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000052891_dog.jpg,0,,,0.31,30.42,30.73,32.54,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU+FPGA,coco_000000058111_cat.jpg,0,,,0.31,29.93,30.24,33.07,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000060835_dog.jpg,0,,,0.36,38.0,38.36,26.07,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000063552_cat.jpg,0,,,0.34,31.44,31.79,31.46,emergency_stop,PERICOL CRITIC: unknown la distanță 0.85
animale,5.7.3,CPU+FPGA,coco_000000076417_dog.jpg,0,,,0.35,31.37,31.72,31.52,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000077595_cat.jpg,0,,,0.32,31.61,31.93,31.32,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000078565_dog.jpg,0,,,0.31,30.11,30.42,32.87,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU+FPGA,coco_000000084362_cat.jpg,0,,,0.31,30.51,30.82,32.45,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000084650_cat.jpg,0,,,0.33,29.88,30.2,33.11,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000088951_dog.jpg,0,,,0.31,30.33,30.64,32.64,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU+FPGA,coco_000000089880_dog.jpg,0,,,0.31,30.02,30.33,32.97,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000115885_cat.jpg,0,,,0.31,30.09,30.4,32.89,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000117908_cat.jpg,1,dog,0.493,0.31,29.68,30.0,33.34,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000119233_cat.jpg,2,cat;cat,0.653,0.32,29.19,29.5,33.89,emergency_stop,PERICOL CRITIC: animal la distanță 1.00
animale,5.7.3,CPU+FPGA,coco_000000119828_cat.jpg,1,cat,0.551,0.31,29.32,29.63,33.75,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000129756_dog.jpg,0,,,0.31,30.36,30.67,32.61,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000139684_cat.jpg,0,,,0.3,29.78,30.08,33.24,slow_down,Obstacol la distanță medie (balanced): unknown
animale,5.7.3,CPU+FPGA,coco_000000139872_dog.jpg,1,dog,0.798,0.35,35.61,35.96,27.81,slow_down,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000140203_dog.jpg,0,,,0.34,30.02,30.36,32.94,slow_down,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000149568_dog.jpg,0,,,0.33,29.4,29.73,33.64,emergency_stop,PERICOL CRITIC: unknown la distanță 0.92
animale,5.7.3,CPU+FPGA,coco_000000155291_cat.jpg,0,,,0.32,30.12,30.44,32.85,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000159458_dog.jpg,0,,,0.31,29.81,30.12,33.2,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000166277_cat.jpg,0,,,0.31,29.63,29.94,33.4,continue,"Drum liber, niciun obstacol detectat"
animale,5.7.3,CPU+FPGA,coco_000000169076_cat_dog.jpg,0,,,0.31,29.73,30.04,33.29,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000172330_cat.jpg,0,,,0.31,32.67,32.98,30.32,continue,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000177015_cat.jpg,0,,,0.32,29.85,30.17,33.15,emergency_stop,PERICOL CRITIC: person la distanță 1.00
animale,5.7.3,CPU+FPGA,coco_000000185250_dog.jpg,1,dog,0.927,0.31,30.07,30.39,32.91,emergency_stop,Menținere decizie anterioară (reaction time)
animale,5.7.3,CPU+FPGA,coco_000000189806_cat_dog.jpg,1,cat,0.591,0.31,30.03,30.34,32.96,emergency_stop,Menținere decizie anterioară (reaction time)
